City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Date_readable
Beloha,12,MG,1548733940,67,-25.17,45.06,71.59,13.89,2019-01-29
Pandan,56,PH,1548733941,100,11.72,122.09,77.17,22.39,2019-01-29
Yaan,56,NG,1548733941,96,7.38,8.57,74.79,7.18,2019-01-29
Saint-Francois,0,FR,1548730800,92,46.42,3.91,28.4,2.24,2019-01-29
Puerto Suarez,92,BO,1548733941,95,-18.96,-57.8,72.72,6.4,2019-01-29
Qasigiannguit,80,GL,1548730200,72,68.82,-51.19,17.6,6.93,2019-01-29
Montepuez,24,MZ,1548733942,98,-13.13,39.0,69.52,3.83,2019-01-29
Quatre Cocos,40,MU,1548730800,94,-20.21,57.76,77.0,4.27,2019-01-29
Mut,0,TR,1548733942,69,36.64,33.44,27.49,1.81,2019-01-29
Maceio,40,BR,1548730800,88,-9.67,-35.74,75.2,5.82,2019-01-29
Kumi,0,UG,1548733943,86,1.49,33.93,54.76,2.15,2019-01-29
Solnechnyy,8,RU,1548733943,64,50.72,136.64,3.46,5.39,2019-01-29
Cidreira,44,BR,1548733943,88,-30.17,-50.22,76.05,3.94,2019-01-29
Fairlie,75,US,1548732900,48,33.31,-95.96,45.86,21.92,2019-01-29
Ocher,0,RU,1548733944,53,57.89,54.72,-10.54,2.71,2019-01-29
Westport,88,IE,1548733944,100,53.8,-9.52,41.76,13.22,2019-01-29
Kesova Gora,92,RU,1548733944,87,57.58,37.3,21.01,9.42,2019-01-29
Mitu,56,IR,1548733944,88,36.2,46.09,30.64,7.07,2019-01-29
Bethel,90,US,1548733020,92,60.79,-161.76,30.2,5.82,2019-01-29
Kieta,24,PG,1548733945,100,-6.22,155.63,81.94,3.71,2019-01-29
Srivardhan,0,IN,1548733945,81,18.03,73.02,62.91,9.31,2019-01-29
Ormara,0,PK,1548733946,99,25.21,64.64,64.44,4.38,2019-01-29
Port Hedland,0,AU,1548732600,59,-20.31,118.58,89.6,12.75,2019-01-29
Derzhavinsk,88,KZ,1548733946,80,51.1,66.31,3.96,14.56,2019-01-29
Viedma,0,AR,1548733946,41,-40.81,-62.99,76.09,15.12,2019-01-29
Puerto Colombia,0,CO,1548730800,78,10.99,-74.96,78.8,3.36,2019-01-29
Namibe,0,AO,1548733947,100,-15.19,12.15,73.62,1.7,2019-01-29
Zatyshshya,92,UA,1548733947,98,47.33,29.87,39.24,11.1,2019-01-29
Bridlington,0,GB,1548732000,100,54.08,-0.19,33.8,12.75,2019-01-29
Port Blair,8,IN,1548733947,98,11.67,92.75,82.71,12.55,2019-01-29
Lazurne,64,UA,1548733947,94,46.77,34.99,28.84,11.65,2019-01-29
Rongcheng,12,CN,1548733948,47,37.16,122.42,40.32,4.94,2019-01-29
Nguruka,92,TZ,1548733948,100,-5.11,31.04,64.53,2.15,2019-01-29
Kuusankoski,90,FI,1548732000,92,60.91,26.62,15.8,13.87,2019-01-29
Beringovskiy,24,RU,1548733948,96,63.05,179.32,2.74,4.83,2019-01-29
Hailar,8,CN,1548733949,73,49.2,119.7,9.0,5.5,2019-01-29
Clyde River,90,CA,1548730800,76,70.47,-68.59,-7.61,14.99,2019-01-29
Green River,1,US,1548730440,76,41.53,-109.47,10.94,10.29,2019-01-29
Shubarshi,92,KZ,1548733949,89,48.59,57.19,25.51,9.86,2019-01-29
Ardakan,40,IR,1548732600,66,32.31,54.02,66.2,11.41,2019-01-29
Hofn,56,IS,1548733950,100,64.25,-15.21,28.08,17.81,2019-01-29
Vostok,36,RU,1548733950,63,46.45,135.83,10.62,2.93,2019-01-29
Bacong,100,PH,1548733950,100,6.14,124.31,76.81,8.08,2019-01-29
Vannes,88,FR,1548730800,100,47.66,-2.76,41.0,3.36,2019-01-29
Paris,0,FR,1548730800,86,48.86,2.35,32.0,1.12,2019-01-29
Moradabad,0,IN,1548733951,86,28.83,78.77,42.97,7.74,2019-01-29
Vicente Guerrero,0,MX,1548733755,81,16.93,-96.7,52.38,2.37,2019-01-29
Manadhoo,20,MV,1548733951,99,5.77,73.38,82.21,10.54,2019-01-29
Esperance,75,TT,1548730800,83,10.24,-61.45,77.0,5.95,2019-01-29
Eyl,44,SO,1548733952,92,7.98,49.82,75.46,16.46,2019-01-29
Bako,36,NG,1548733952,69,9.68,6.4,70.38,2.82,2019-01-29
Gigmoto,76,PH,1548733952,100,13.78,124.39,76.41,14.56,2019-01-29
Garowe,44,SO,1548733953,90,8.41,48.48,61.2,6.4,2019-01-29
Oranjestad,40,AW,1548730800,78,12.52,-70.03,78.8,14.99,2019-01-29
Rendsburg,0,DE,1548732000,100,54.3,9.66,26.6,6.93,2019-01-29
Paragominas,48,BR,1548733953,91,-3.0,-47.35,75.87,4.05,2019-01-29
Bubaque,0,GW,1548733954,100,11.28,-15.83,75.42,8.75,2019-01-29
Vila Velha,40,BR,1548730800,83,-3.71,-38.6,80.6,6.93,2019-01-29
Matara,92,PE,1548733954,96,-13.74,-72.9,45.67,2.15,2019-01-29
Kutulik,24,RU,1548733955,57,53.35,102.79,-6.76,4.16,2019-01-29
Walvis Bay,92,NA,1548730800,88,-22.95,14.51,62.6,3.36,2019-01-29
Kosikha,56,RU,1548732600,69,53.36,84.58,-11.21,6.71,2019-01-29
Madras,1,US,1548732900,92,44.63,-121.13,33.08,5.82,2019-01-29
Lasa,40,CY,1548730800,93,34.92,32.53,48.2,5.82,2019-01-29
Makat,88,KZ,1548733956,100,47.65,53.35,22.27,3.6,2019-01-29
San Vicente,0,SV,1548730200,73,13.64,-88.78,73.4,6.93,2019-01-29
Kuala Pilah,75,MY,1548732600,58,2.74,102.25,87.8,11.41,2019-01-29
Vanavara,36,RU,1548733957,48,60.35,102.28,-8.78,6.62,2019-01-29
La Tijera,40,MX,1548729600,19,29.35,-110.8,68.0,3.36,2019-01-29
Matagami,32,NG,1548733958,70,9.67,8.4,66.33,2.93,2019-01-29
Svetlogorsk,90,RU,1548732600,77,53.14,59.15,-2.21,8.95,2019-01-29
Verkhnevilyuysk,44,RU,1548733958,30,63.45,120.31,-20.84,3.71,2019-01-29
Ouesso,44,CG,1548733958,97,1.61,16.05,73.21,3.15,2019-01-29
Leh,12,IN,1548733959,0,34.16,77.58,-41.05,1.14,2019-01-29
Hua Hin,0,TH,1548730800,48,12.57,99.96,84.2,5.82,2019-01-29
Aklavik,90,CA,1548730800,78,68.22,-135.01,8.6,4.61,2019-01-29
Quzhou,0,CN,1548733686,67,28.97,118.86,52.02,3.83,2019-01-29
Aksu,0,KZ,1548732600,82,52.04,76.93,-18.41,8.95,2019-01-29
Itarema,48,BR,1548733960,94,-2.92,-39.92,76.23,9.08,2019-01-29
Santa Cruz Cabralia,20,BR,1548730800,94,-16.28,-39.02,75.2,3.36,2019-01-29
Jackson,90,US,1548732900,70,35.61,-88.82,44.6,5.82,2019-01-29
Bandarbeyla,92,SO,1548733961,100,9.49,50.81,77.85,17.25,2019-01-29
Teguise,0,ES,1548732600,82,29.06,-13.56,60.8,16.11,2019-01-29
Dongobesh,56,TZ,1548733961,94,-4.07,35.37,58.5,3.71,2019-01-29
Valparaiso,90,US,1548732900,69,41.47,-87.06,17.6,16.11,2019-01-29
Ereymentau,0,KZ,1548733961,0,51.62,73.1,-23.54,6.17,2019-01-29
Omalur,75,IN,1548732600,73,11.74,78.05,75.2,4.7,2019-01-29
Orzu,80,RO,1548733962,92,44.77,23.24,28.08,2.59,2019-01-29
Manosque,0,FR,1548730800,60,43.83,5.78,41.0,20.8,2019-01-29
Soledade,75,BR,1548730800,94,-7.06,-36.37,71.6,3.36,2019-01-29
Palana,80,RU,1548733963,79,59.08,159.95,6.07,1.14,2019-01-29
Umkomaas,8,ZA,1548733963,89,-30.21,30.8,58.99,3.71,2019-01-29
Riyadh,75,SA,1548730800,88,24.63,46.72,64.4,2.24,2019-01-29
South Shields,20,GB,1548730200,100,55.0,-1.43,37.4,8.05,2019-01-29
Colares,75,PT,1548730800,93,38.8,-9.45,55.4,8.05,2019-01-29
Elk Plain,1,US,1548731700,100,47.04,-122.37,44.96,1.92,2019-01-29
Njombe,100,TZ,1548733964,98,-9.34,34.77,63.99,3.49,2019-01-29
Lodja,92,CD,1548733964,93,-3.52,23.6,71.01,3.94,2019-01-29
Khani,90,GE,1548732600,93,41.96,42.96,42.8,3.36,2019-01-29
Meulaboh,44,ID,1548733965,100,4.14,96.13,79.2,3.15,2019-01-29
Salinopolis,48,BR,1548733965,100,-0.61,-47.36,76.81,8.97,2019-01-29
Kathu,92,ZA,1548733965,94,-27.7,23.05,63.99,14.0,2019-01-29
Louga,0,SN,1548730800,72,15.62,-16.22,64.4,11.54,2019-01-29
Zhangye,0,CN,1548733966,61,38.94,100.46,12.01,4.72,2019-01-29
Nancha,12,CN,1548733966,48,47.14,129.26,17.1,3.27,2019-01-29
Peniche,90,PT,1548730800,100,39.36,-9.38,53.6,1.12,2019-01-29
Kapit,80,MY,1548733966,87,2.02,112.94,79.74,1.7,2019-01-29
Erzin,0,TR,1548732000,100,36.95,36.2,55.4,10.29,2019-01-29
Cascais,75,PT,1548730800,93,38.7,-9.42,55.4,8.05,2019-01-29
Pauini,68,BR,1548733967,97,-7.71,-67.0,74.97,2.15,2019-01-29
Carroll,12,AU,1548732600,24,-30.99,150.44,95.0,5.82,2019-01-29
Ruidoso,1,US,1548732900,73,33.33,-105.67,45.5,12.75,2019-01-29
Luchegorsk,0,RU,1548733968,57,46.44,134.3,13.95,3.49,2019-01-29
Pinawa,0,CA,1548733703,66,50.15,-95.88,-14.86,9.75,2019-01-29
Krasnyy Chikoy,36,RU,1548733968,48,50.36,108.75,-4.69,7.4,2019-01-29
Komsomolskiy,64,RU,1548733968,61,67.55,63.78,-2.98,6.73,2019-01-29
Amuntai,68,ID,1548733969,87,-2.42,115.25,81.36,2.93,2019-01-29
Maroantsetra,92,MG,1548733969,100,-15.43,49.74,71.91,3.83,2019-01-29
Kalianget,40,ID,1548732600,88,-7.35,109.91,80.6,2.24,2019-01-29
Fortuna,0,ES,1548730800,50,38.18,-1.13,55.4,17.22,2019-01-29
Abnub,0,EG,1548730800,90,27.27,31.15,42.8,3.27,2019-01-29
Loa Janan,8,ID,1548733970,66,-0.58,117.09,88.92,3.15,2019-01-29
Kidal,0,ML,1548733971,41,18.44,1.41,46.12,8.19,2019-01-29
Narsaq,0,GL,1548730200,43,60.91,-46.05,10.4,13.87,2019-01-29
Brae,24,GB,1548732000,69,60.4,-1.35,37.4,14.99,2019-01-29
Vestmanna,88,FO,1548732000,100,62.16,-7.17,28.4,1.12,2019-01-29
Torbay,90,CA,1548731520,100,47.66,-52.73,33.8,14.99,2019-01-29
Homer,90,US,1548731280,95,59.64,-151.54,37.94,15.23,2019-01-29
Pontarlier,75,CH,1548732000,92,46.9,6.35,28.4,2.48,2019-01-29
Greenville,90,US,1548732900,63,34.85,-82.4,51.08,8.05,2019-01-29
Khor,0,RU,1548733973,74,47.88,134.96,10.39,5.39,2019-01-29
Ciudad Bolivar,0,VE,1548733973,63,8.12,-63.55,80.91,13.56,2019-01-29
Patea,48,NZ,1548733973,69,-39.76,174.48,83.92,2.26,2019-01-29
Xinzhou,68,CN,1548733973,32,38.41,112.73,29.16,3.71,2019-01-29
Richards Bay,0,ZA,1548733974,86,-28.77,32.06,67.05,9.64,2019-01-29
Flinders,20,AU,1548730800,58,-34.58,150.85,87.8,12.75,2019-01-29
Svecha,56,RU,1548733974,81,58.28,47.52,10.26,4.94,2019-01-29
Providencia,88,CO,1548733707,97,1.24,-77.6,55.44,1.14,2019-01-29
Frankfort,90,US,1548731700,88,38.2,-84.87,39.92,19.46,2019-01-29
Kutum,0,SD,1548733975,44,14.2,24.66,54.09,6.96,2019-01-29
Hun,75,BE,1548732000,97,50.34,4.87,33.8,5.82,2019-01-29
Sangar,44,RU,1548733976,36,63.92,127.47,-24.44,5.5,2019-01-29
Magrath,5,CA,1548730800,79,49.42,-112.86,19.4,4.7,2019-01-29
Mandalgovi,20,MN,1548733976,51,45.76,106.27,1.62,22.5,2019-01-29
Tynda,48,RU,1548733976,71,55.15,124.74,-7.21,3.49,2019-01-29
Masalli,20,KR,1548730800,37,34.8,126.66,37.4,4.7,2019-01-29
Manati,20,AL,1548733800,75,41.76,19.67,46.4,6.93,2019-01-29
Troitskoye,20,RU,1548733977,68,52.98,84.68,-15.08,2.93,2019-01-29
Trincomalee,100,LK,1548733977,86,8.58,81.23,75.64,5.73,2019-01-29
Rostovka,20,RU,1548732600,75,55.02,73.58,-18.41,4.47,2019-01-29
Matadi,88,CD,1548733978,99,-5.83,13.46,75.24,2.37,2019-01-29
Sioux Lookout,75,CA,1548730800,83,50.1,-91.92,-11.21,6.93,2019-01-29
Husavik,8,CA,1548733978,69,50.56,-96.99,-15.85,12.21,2019-01-29
Havre,90,US,1548730380,81,48.55,-109.68,19.94,12.75,2019-01-29
Reims,0,FR,1548730800,92,49.26,4.03,28.4,1.12,2019-01-29
Yar-Sale,56,RU,1548733979,80,66.83,70.83,-8.2,6.62,2019-01-29
Acapulco,20,MX,1548729660,74,16.86,-99.88,78.8,6.93,2019-01-29
Fare,64,PF,1548733979,100,-16.7,-151.02,81.54,22.84,2019-01-29
Kpalime,0,TG,1548733979,97,6.9,0.63,71.59,3.04,2019-01-29
Banikoara,0,BJ,1548733980,48,11.3,2.44,63.18,5.06,2019-01-29
Neuquen,0,AR,1548730800,26,-38.95,-68.06,80.6,9.17,2019-01-29
Maragogi,56,BR,1548733822,100,-9.01,-35.22,71.55,2.59,2019-01-29
Fuerte Olimpo,32,BR,1548733980,72,-21.04,-57.87,77.94,14.0,2019-01-29
Ketchikan,75,US,1548730560,81,55.34,-131.65,39.02,6.4,2019-01-29
Mae Hong Son,40,MM,1548730800,100,19.3,97.96,62.6,3.36,2019-01-29
Port-Cartier,5,CA,1548730800,57,50.03,-66.88,-13.01,9.17,2019-01-29
Caravelas,80,BR,1548733981,100,-17.73,-39.27,81.49,12.66,2019-01-29
Tommot,64,RU,1548733982,69,58.97,126.27,-2.62,3.83,2019-01-29
Klaeng,0,TH,1548733982,80,12.78,101.65,86.26,5.73,2019-01-29
Popondetta,56,PG,1548733982,85,-8.77,148.24,79.24,2.48,2019-01-29
Jaru,80,BR,1548733983,91,-10.43,-62.48,75.87,2.15,2019-01-29
Puerto Escondido,0,MX,1548733983,100,15.86,-97.07,81.04,13.33,2019-01-29
Modasa,0,IN,1548733983,68,23.47,73.3,49.14,6.73,2019-01-29
San Quintin,0,PH,1548733984,48,17.54,120.52,76.99,5.28,2019-01-29
Tevaitoa,64,PF,1548733984,100,-16.78,-151.5,81.54,22.84,2019-01-29
Pervomayskiy,88,RU,1548733984,90,53.24,40.29,23.58,6.29,2019-01-29
Surt,92,LY,1548733985,100,31.21,16.59,54.94,15.57,2019-01-29
Storforshei,48,NO,1548733985,86,66.4,14.52,0.31,2.15,2019-01-29
Neryungri,48,RU,1548733985,64,56.66,124.71,-5.95,4.61,2019-01-29
Ratnagiri,0,IN,1548733985,100,16.98,73.3,73.39,20.15,2019-01-29
Ribas do Rio Pardo,20,BR,1548733985,93,-20.45,-53.76,69.61,3.15,2019-01-29
Rabo de Peixe,75,PT,1548730800,76,37.8,-25.58,57.2,5.61,2019-01-29
Brookside,90,US,1548730560,48,40.07,-80.76,42.98,12.75,2019-01-29
Klaksvik,88,FO,1548732000,100,62.23,-6.59,28.4,1.12,2019-01-29
Constitucion,75,MX,1548730200,15,23.99,-104.67,57.2,6.93,2019-01-29
Bud,88,NO,1548732000,79,62.91,6.91,33.8,5.82,2019-01-29
Pasinler,75,TR,1548732000,85,39.98,41.67,19.4,5.82,2019-01-29
Codrington,56,AU,1548730800,36,-28.95,153.24,91.4,13.87,2019-01-29
Pacific Grove,1,US,1548732600,62,36.62,-121.92,59.0,1.92,2019-01-29
Chincha Alta,90,PE,1548730800,83,-13.42,-76.13,77.0,5.82,2019-01-29
Kuznechnoye,80,RU,1548733988,84,61.12,29.87,14.31,11.43,2019-01-29
Beckley,90,US,1548732600,79,37.78,-81.19,39.92,6.73,2019-01-29
Feijo,75,EC,1548730800,33,-3.63,-79.92,89.6,0.92,2019-01-29
Kondagaon,24,IN,1548733988,99,19.59,81.66,56.07,9.98,2019-01-29
Ierapetra,20,GR,1548732000,66,35.01,25.74,55.4,18.34,2019-01-29
Mega,0,ET,1548733989,60,4.06,38.32,59.22,9.19,2019-01-29
Nyanza,40,RW,1548732600,77,-2.35,29.75,66.2,3.36,2019-01-29
Kedrovyy,40,RU,1548732600,70,56.17,91.82,-0.41,15.66,2019-01-29
Batagay,24,RU,1548733989,0,67.65,134.64,-52.75,2.15,2019-01-29
Methoni,56,GR,1548732000,76,36.82,21.7,57.2,9.17,2019-01-29
Meadow Lake,0,CA,1548733934,55,54.13,-108.44,-5.86,7.74,2019-01-29
Strezhevoy,90,RU,1548732600,78,60.73,77.6,8.6,15.66,2019-01-29
Tallahassee,20,US,1548732900,81,30.44,-84.28,50.0,5.39,2019-01-29
Paciran,44,ID,1548733990,80,-6.9,112.33,86.17,7.18,2019-01-29
Sao Filipe,68,CV,1548733814,89,14.9,-24.5,74.16,14.0,2019-01-29
Martapura,40,ID,1548730800,83,-3.41,114.85,78.8,4.7,2019-01-29
Asyut,0,EG,1548730800,90,27.18,31.19,42.8,3.27,2019-01-29
Seoul,75,KR,1548732600,25,37.57,126.98,37.4,2.24,2019-01-29
Orcopampa,92,PE,1548733991,100,-15.27,-72.34,34.06,2.59,2019-01-29
Labuhan,48,ID,1548733992,83,-2.54,115.51,82.57,3.15,2019-01-29
Blagoyevo,8,RU,1548733992,54,63.37,47.92,-10.81,2.26,2019-01-29
Mogadishu,92,SO,1548733992,100,2.04,45.34,78.12,22.06,2019-01-29
Puerto Narino,90,CO,1548730800,100,-3.77,-70.38,73.4,2.24,2019-01-29
Grand Gaube,40,MU,1548730800,94,-20.01,57.66,77.0,6.73,2019-01-29
Baykit,44,RU,1548733993,71,61.68,96.39,-11.44,7.63,2019-01-29
Mitsamiouli,20,KM,1548730800,88,-11.38,43.28,75.2,5.82,2019-01-29
Mayumba,88,GA,1548733993,100,-3.44,10.65,79.11,4.38,2019-01-29
Tanakpur,0,IN,1548733993,77,29.07,80.11,45.04,3.27,2019-01-29
Bikaner,0,IN,1548733994,81,28.02,73.32,43.83,2.93,2019-01-29
Nikolayevsk-na-amure,8,RU,1548733994,72,53.14,140.72,0.99,3.15,2019-01-29
Rohtak,0,IN,1548732600,87,28.9,76.58,44.6,8.05,2019-01-29
Sturgis,90,US,1548732900,92,44.41,-103.51,21.02,17.22,2019-01-29
Hualmay,68,PE,1548733994,86,-11.1,-77.61,70.06,2.82,2019-01-29
Shetpe,92,KZ,1548733995,93,44.14,52.16,29.79,5.61,2019-01-29
Blagoveshchensk,0,RU,1548732600,51,50.29,127.53,14.0,11.18,2019-01-29
Talwandi Bhai,0,IN,1548733995,82,30.86,74.93,39.6,2.93,2019-01-29
Dryden,32,CA,1548730800,75,49.79,-92.84,-13.01,5.82,2019-01-29
Whitianga,20,NZ,1548733996,96,-36.83,175.7,72.99,7.07,2019-01-29
Adrar,0,DZ,1548730800,45,27.87,-0.29,44.6,9.17,2019-01-29
Gryazovets,92,RU,1548733996,83,58.88,40.25,18.49,9.86,2019-01-29
Nishihara,20,JP,1548732600,24,35.74,139.53,48.2,26.4,2019-01-29
Nome,75,US,1548732900,85,30.04,-94.42,57.2,4.7,2019-01-29
Jilin,24,CN,1548733997,49,43.84,126.54,26.46,8.63,2019-01-29
Port Augusta,0,AU,1548730800,42,-32.49,137.76,84.2,9.17,2019-01-29
Placido de Castro,80,BR,1548733997,98,-10.34,-67.19,74.92,2.15,2019-01-29
Sorong,32,ID,1548733997,100,-0.86,131.25,80.73,8.19,2019-01-29
Yulara,75,AU,1548730800,29,-25.24,130.99,89.6,10.29,2019-01-29
Yurimaguas,12,PE,1548733998,90,-5.9,-76.1,77.85,1.7,2019-01-29
Rosa Zarate,76,EC,1548733998,93,0.33,-79.47,73.89,3.15,2019-01-29
Taltal,12,CL,1548733998,94,-25.41,-70.49,61.2,1.81,2019-01-29
Trinidad,32,UY,1548733999,79,-33.52,-56.9,80.19,7.18,2019-01-29
Kyaikto,8,MM,1548733999,82,17.31,97.01,77.4,3.15,2019-01-29
San Cristobal,75,EC,1548730800,93,-0.39,-78.55,57.2,3.36,2019-01-29
Kulhudhuffushi,20,MV,1548733999,100,6.62,73.07,81.76,10.09,2019-01-29
Tarata,75,PE,1548730800,78,-17.47,-70.03,71.6,2.24,2019-01-29
Ahuimanu,75,US,1548730620,57,21.44,-157.84,75.92,23.04,2019-01-29
Bayan,36,MN,1548734000,42,47.25,107.54,-3.25,17.02,2019-01-29
Biltine,0,TD,1548734001,61,14.53,20.93,55.44,2.93,2019-01-29
Zhanaozen,92,KZ,1548734001,94,43.35,52.85,34.2,11.54,2019-01-29
Broken Hill,32,AU,1548730800,26,-31.97,141.45,95.0,4.7,2019-01-29
Mgachi,0,RU,1548734001,100,51.05,142.27,8.1,3.94,2019-01-29
Bathsheba,20,BB,1548730800,73,13.22,-59.52,75.2,13.87,2019-01-29
Srednekolymsk,0,RU,1548734002,0,67.46,153.71,-33.08,2.48,2019-01-29
Champerico,5,MX,1548729840,64,16.38,-93.6,71.6,4.7,2019-01-29
Livingston,1,US,1548732900,49,32.58,-88.19,55.04,6.93,2019-01-29
Gat,0,SN,1548732600,56,14.69,-16.54,68.0,12.75,2019-01-29
Puerto Asis,36,CO,1548734003,95,0.51,-76.5,74.34,2.15,2019-01-29
Nurobod,0,UZ,1548732600,29,40.91,69.8,48.2,11.41,2019-01-29
Cernay,0,FR,1548730800,80,47.81,7.18,35.6,11.41,2019-01-29
Hwange,92,ZW,1548734004,95,-18.35,26.5,65.07,8.97,2019-01-29
Tarnos,100,FR,1548730800,87,43.54,-1.46,50.0,3.36,2019-01-29
Vestmannaeyjar,0,IS,1548734004,100,63.44,-20.27,25.69,12.88,2019-01-29
General Roca,0,AR,1548730800,26,-39.03,-67.58,80.6,9.17,2019-01-29
Dunedin,88,NZ,1548733949,81,-45.87,170.5,71.46,3.94,2019-01-29
Mweka,92,CD,1548734005,91,-4.85,21.56,75.19,3.49,2019-01-29
Kaoma,8,ZM,1548734005,88,-14.8,24.8,67.81,10.09,2019-01-29
Nosy Varika,76,MG,1548734005,100,-20.58,48.53,75.01,6.96,2019-01-29
Lavrentiya,0,RU,1548734005,65,65.58,-170.99,3.6,11.65,2019-01-29
Lakes Entrance,64,AU,1548734006,79,-37.88,147.99,79.2,4.27,2019-01-29
Moore,1,US,1548733200,58,35.34,-97.49,33.8,3.36,2019-01-29
Magistralnyy,32,RU,1548734006,43,56.17,107.45,-6.76,6.4,2019-01-29
Flin Flon,20,CA,1548734006,22,54.77,-101.88,-14.59,11.99,2019-01-29
Pitmoaga,0,BF,1548730800,16,12.24,-1.88,68.0,5.82,2019-01-29
Mwene-Ditu,92,CD,1548734007,99,-7.01,23.45,66.33,4.5,2019-01-29
Alvdal,20,NO,1548732000,91,62.11,10.63,1.4,2.24,2019-01-29
Mineiros,92,BR,1548733823,86,-17.57,-52.55,69.3,2.82,2019-01-29
Chumikan,56,RU,1548734007,66,54.72,135.31,-0.55,2.82,2019-01-29
Babu,76,CN,1548734008,89,23.23,104.89,54.94,2.93,2019-01-29
Ouidah,56,BJ,1548734008,92,6.37,2.09,78.03,5.5,2019-01-29
Charlestown,1,US,1548732900,78,41.38,-71.64,30.02,11.21,2019-01-29
Sudak,64,UA,1548734008,100,44.85,34.97,31.5,5.17,2019-01-29
Pitiquito,80,MX,1548734008,36,30.68,-112.05,58.95,6.62,2019-01-29
Pizarro,88,CO,1548734009,100,4.95,-77.37,76.27,1.81,2019-01-29
Rio Gallegos,0,AR,1548730800,80,-51.62,-69.22,48.2,9.17,2019-01-29
Sanmenxia,64,CN,1548734009,77,34.77,111.19,37.62,3.49,2019-01-29
Fort Nelson,90,CA,1548730800,92,58.81,-122.69,12.2,5.82,2019-01-29
Changji,68,CN,1548734010,93,32.07,116.17,43.87,6.06,2019-01-29
Dicabisagan,88,PH,1548734010,100,17.08,122.42,73.12,12.33,2019-01-29
Usinsk,64,RU,1548734010,68,66.0,57.56,2.34,9.19,2019-01-29
Tromso,0,NO,1548732000,78,69.65,18.96,10.4,27.51,2019-01-29
Kondinskoye,12,RU,1548734011,60,59.65,67.41,2.11,8.75,2019-01-29
Nanortalik,0,GL,1548734011,100,60.14,-45.24,23.62,10.31,2019-01-29
Vila Franca do Campo,75,PT,1548730800,76,37.72,-25.43,57.2,3.83,2019-01-29
Puri,75,ID,1548732600,79,-7.54,112.45,84.2,11.41,2019-01-29
Agutaya,8,PH,1548734011,100,11.15,120.94,77.71,26.98,2019-01-29
Klyuchi,0,RU,1548734012,0,52.25,79.17,-25.43,4.61,2019-01-29
Vuktyl,48,RU,1548734012,77,63.86,57.31,4.72,4.16,2019-01-29
Alpena,90,US,1548732900,84,45.06,-83.43,19.4,12.75,2019-01-29
Libreville,20,GA,1548732600,94,0.39,9.45,77.0,4.7,2019-01-29
Omboue,80,GA,1548734012,100,-1.57,9.26,81.99,3.38,2019-01-29
Kovdor,36,RU,1548734013,61,67.56,30.47,-7.61,5.39,2019-01-29
Patacamaya,64,BO,1548734013,83,-17.23,-67.92,45.36,3.94,2019-01-29
Belgaum,40,IN,1548730800,82,15.87,74.5,64.4,6.93,2019-01-29
Tilichiki,92,RU,1548734013,81,60.47,166.1,23.89,12.44,2019-01-29
Izberbash,90,RU,1548732600,86,42.57,47.86,39.2,8.95,2019-01-29
Soyo,88,AO,1548734014,93,-6.13,12.37,77.17,2.04,2019-01-29
Paharpur,0,PK,1548734014,66,32.1,70.97,34.29,3.15,2019-01-29
Bakchar,76,RU,1548734014,70,57.02,82.07,-1.31,10.65,2019-01-29
Sri Aman,75,MY,1548730800,83,1.24,111.46,84.2,3.36,2019-01-29
Awbari,0,LY,1548734015,67,26.59,12.77,44.55,10.76,2019-01-29
Palmer,0,AU,1548730800,47,-34.85,139.16,78.8,10.29,2019-01-29
Zaysan,0,KZ,1548734015,0,47.47,84.87,-26.2,3.71,2019-01-29
Tura,100,IN,1548734015,95,25.52,90.21,55.12,3.04,2019-01-29
Gold Coast,0,AU,1548730800,54,-28.0,153.41,84.2,10.29,2019-01-29
Bull Savanna,36,JM,1548734016,91,17.89,-77.59,69.66,2.59,2019-01-29
Ixtapa,5,MX,1548730020,94,20.71,-105.21,69.8,1.36,2019-01-29
Crixas,92,BR,1548734016,86,-14.55,-49.97,71.91,1.7,2019-01-29
Hokitika,88,NZ,1548734016,95,-42.72,170.96,63.54,7.52,2019-01-29
Wasilla,75,US,1548732480,92,61.58,-149.44,35.06,2.26,2019-01-29
Santa Isabel,36,CO,1548734017,100,4.71,-75.1,63.18,2.04,2019-01-29
At-Bashi,0,KG,1548734018,19,41.17,75.81,-17.78,2.82,2019-01-29
Innisfail,75,CA,1548730800,73,52.02,-113.95,19.4,3.36,2019-01-29
Camopi,80,GF,1548734018,97,3.17,-52.33,74.34,2.37,2019-01-29
Poum,92,MK,1548734018,99,41.28,20.71,36.0,1.25,2019-01-29
Wuwei,24,CN,1548734018,68,37.93,102.64,20.43,2.15,2019-01-29
Manokwari,44,ID,1548734019,100,-0.87,134.08,82.62,3.15,2019-01-29
Aden,64,YE,1548734019,97,12.79,45.03,77.13,21.83,2019-01-29
Neiafu,40,TO,1548730800,66,-18.65,-173.98,84.2,16.11,2019-01-29
Bonfim,12,GY,1548734019,64,3.36,-59.84,81.22,15.12,2019-01-29
Okhotsk,0,RU,1548734020,100,59.36,143.24,-17.65,7.29,2019-01-29
Mayo,90,CA,1548730800,76,63.59,-135.9,-7.61,2.24,2019-01-29
